instrument,localSymbol,conId,expiry,exchange,multiplier,currency,file,firstDate,lastDate
GC,GCK8,868971204,20280526,COMEX,100.0,USD,GC/GCK8.csv,2026-03-30 00:00:00,2026-08-14 00:00:00
GC,GCM8,570499473,20280628,COMEX,100.0,USD,GC/GCM8.csv,2022-06-30 00:00:00,2026-08-14 00:00:00
GC,GCN8,886847462,20280727,COMEX,100.0,USD,GC/GCN8.csv,2026-05-28 00:00:00,2026-08-14 00:00:00
GC,GCQ8,896309295,20280829,COMEX,100.0,USD,GC/GCQ8.csv,2026-06-29 00:00:00,2026-08-14 00:00:00
GC,GCU8,906052501,20280927,COMEX,100.0,USD,GC/GCU8.csv,2026-07-30 00:00:00,2026-08-14 00:00:00
GC,GCZ8,605552435,20281227,COMEX,100.0,USD,GC/GCZ8.csv,2022-12-30 00:00:00,2026-08-14 00:00:00
GC,GCM9,639787356,20290627,COMEX,100.0,USD,GC/GCM9.csv,2023-06-30 00:00:00,2026-08-14 00:00:00
GC,GCZ9,674701635,20291227,COMEX,100.0,USD,GC/GCZ9.csv,2023-12-29 00:00:00,2026-08-14 00:00:00
GC,GCM0,712565963,20300626,COMEX,100.0,USD,GC/GCM0.csv,2024-06-28 00:00:00,2026-08-14 00:00:00
GC,GCZ0,751494392,20301227,COMEX,100.0,USD,GC/GCZ0.csv,2024-12-31 00:00:00,2026-08-14 00:00:00
GC,GCM1,788687686,20310626,COMEX,100.0,USD,GC/GCM1.csv,2025-06-02 00:00:00,2026-08-14 00:00:00
GC,GCZ1,835061502,20311229,COMEX,100.0,USD,GC/GCZ1.csv,2025-12-01 00:00:00,2026-08-14 00:00:00
GC,GCM2,887699179,20320628,COMEX,100.0,USD,GC/GCM2.csv,2026-06-01 00:00:00,2026-08-14 00:00:00
SI,SILU5,732156896,20250926,COMEX,1000.0,USD,SI/SILU5.csv,2024-09-30 00:00:00,2025-09-29 00:00:00
SI,SIU5,662922826,20250926,COMEX,5000.0,USD,SI/SIU5.csv,2023-10-31 00:00:00,2025-09-26 00:00:00
SI,SILV5,803170614,20251029,COMEX,1000.0,USD,SI/SILV5.csv,2025-07-31 00:00:00,2025-10-30 00:00:00
SI,SIV5,760200603,20251029,COMEX,5000.0,USD,SI/SIV5.csv,2025-02-10 00:00:00,2025-10-30 00:00:00
SI,SILX5,810619303,20251125,COMEX,1000.0,USD,SI/SILX5.csv,2025-08-29 00:00:00,2025-11-26 00:00:00
SI,SIX5,760200575,20251125,COMEX,5000.0,USD,SI/SIX5.csv,2025-02-10 00:00:00,2025-11-26 00:00:00
SI,SILZ5,751494443,20251229,COMEX,1000.0,USD,SI/SILZ5.csv,2024-12-31 00:00:00,2025-12-30 00:00:00
SI,SIZ5,462941489,20251229,COMEX,5000.0,USD,SI/SIZ5.csv,2020-12-31 00:00:00,2025-12-30 00:00:00
SI,SILF6,758419038,20260128,COMEX,1000.0,USD,SI/SILF6.csv,2025-01-31 00:00:00,2026-01-29 00:00:00
SI,SIF6,687283377,20260128,COMEX,5000.0,USD,SI/SIF6.csv,2024-02-29 00:00:00,2026-01-29 00:00:00
SI,SILG6,834670140,20260225,COMEX,1000.0,USD,SI/SILG6.csv,2025-11-28 00:00:00,2026-02-26 00:00:00
SI,SIG6,760200593,20260225,COMEX,5000.0,USD,SI/SIG6.csv,2025-02-10 00:00:00,2026-02-26 00:00:00
SI,SILH6,772435630,20260327,COMEX,1000.0,USD,SI/SILH6.csv,2025-03-31 00:00:00,2026-03-27 00:00:00
SI,SIH6,700079997,20260327,COMEX,5000.0,USD,SI/SIH6.csv,2024-04-30 00:00:00,2026-03-27 00:00:00
SI,SILJ6,850324553,20260428,COMEX,1000.0,USD,SI/SILJ6.csv,2026-01-30 00:00:00,2026-04-29 00:00:00
SI,SIJ6,760200586,20260428,COMEX,5000.0,USD,SI/SIJ6.csv,2025-02-10 00:00:00,2026-04-29 00:00:00
SI,SILK6,788288505,20260527,COMEX,1000.0,USD,SI/SILK6.csv,2025-05-30 00:00:00,2026-05-28 00:00:00
SI,SIK6,712566019,20260527,COMEX,5000.0,USD,SI/SIK6.csv,2024-06-28 00:00:00,2026-05-28 00:00:00
SI,SIM6,760200596,20260626,COMEX,5000.0,USD,SI/SIM6.csv,2025-02-10 00:00:00,2026-06-26 00:00:00
SI,SILM6,869620723,20260626,COMEX,1000.0,USD,SI/SILM6.csv,2026-03-31 00:00:00,2026-06-26 00:00:00
SI,SILN6,803170611,20260729,COMEX,1000.0,USD,SI/SILN6.csv,2025-07-31 00:00:00,2026-07-30 00:00:00
SI,SIN6,505405746,20260729,COMEX,5000.0,USD,SI/SIN6.csv,2021-07-30 00:00:00,2026-07-30 00:00:00
SI,SILQ6,887244677,20260827,COMEX,1000.0,USD,SI/SILQ6.csv,2026-05-29 00:00:00,2026-08-14 00:00:00
SI,SIQ6,760200615,20260827,COMEX,5000.0,USD,SI/SIQ6.csv,2025-02-10 00:00:00,2026-08-14 00:00:00
SI,SILU6,818285268,20260928,COMEX,1000.0,USD,SI/SILU6.csv,2025-09-30 00:00:00,2026-08-14 00:00:00
SI,SIU6,738529133,20260928,COMEX,5000.0,USD,SI/SIU6.csv,2024-10-31 00:00:00,2026-08-14 00:00:00
SI,SILV6,906389986,20261028,COMEX,1000.0,USD,SI/SILV6.csv,2026-07-31 00:00:00,2026-08-14 00:00:00
SI,SIV6,760200581,20261028,COMEX,5000.0,USD,SI/SIV6.csv,2025-02-10 00:00:00,2026-08-14 00:00:00
SI,SIX6,760200576,20261125,COMEX,5000.0,USD,SI/SIX6.csv,2025-02-10 00:00:00,2026-08-14 00:00:00
SI,SILZ6,842178357,20261229,COMEX,1000.0,USD,SI/SILZ6.csv,2025-12-31 00:00:00,2026-08-14 00:00:00
SI,SIZ6,535526329,20261229,COMEX,5000.0,USD,SI/SIZ6.csv,2021-12-31 00:00:00,2026-08-14 00:00:00
SI,SILF7,850324556,20270127,COMEX,1000.0,USD,SI/SILF7.csv,2026-01-30 00:00:00,2026-08-14 00:00:00
SI,SIF7,760200610,20270127,COMEX,5000.0,USD,SI/SIF7.csv,2025-02-10 00:00:00,2026-08-14 00:00:00
SI,SIG7,764681916,20270224,COMEX,5000.0,USD,SI/SIG7.csv,2025-02-27 00:00:00,2026-08-14 00:00:00
SI,SILH7,869620717,20270329,COMEX,1000.0,USD,SI/SILH7.csv,2026-03-31 00:00:00,2026-08-14 00:00:00
SI,SIH7,772041613,20270329,COMEX,5000.0,USD,SI/SIH7.csv,2025-03-28 00:00:00,2026-08-14 00:00:00
SI,SIJ7,777074604,20270428,COMEX,5000.0,USD,SI/SIJ7.csv,2025-04-14 00:00:00,2026-08-14 00:00:00
SI,SILK7,887244682,20270526,COMEX,1000.0,USD,SI/SILK7.csv,2026-05-29 00:00:00,2026-08-14 00:00:00
SI,SIK7,776689884,20270526,COMEX,5000.0,USD,SI/SIK7.csv,2025-04-14 00:00:00,2026-08-14 00:00:00
SI,SIM7,780598446,20270628,COMEX,5000.0,USD,SI/SIM7.csv,2025-04-29 00:00:00,2026-08-14 00:00:00
SI,SILN7,906389982,20270728,COMEX,1000.0,USD,SI/SILN7.csv,2026-07-31 00:00:00,2026-08-14 00:00:00
SI,SIN7,576125264,20270728,COMEX,5000.0,USD,SI/SIN7.csv,2022-07-29 00:00:00,2026-08-14 00:00:00
SI,SIQ7,795269751,20270827,COMEX,5000.0,USD,SI/SIQ7.csv,2025-06-27 00:00:00,2026-08-14 00:00:00
SI,SIU7,802953396,20270928,COMEX,5000.0,USD,SI/SIU7.csv,2025-07-30 00:00:00,2026-08-14 00:00:00
SI,SIV7,810262600,20271027,COMEX,5000.0,USD,SI/SIV7.csv,2025-08-28 00:00:00,2026-08-14 00:00:00
SI,SIX7,817976270,20271126,COMEX,5000.0,USD,SI/SIX7.csv,2025-09-29 00:00:00,2026-08-14 00:00:00
SI,SIZ7,605552441,20271229,COMEX,5000.0,USD,SI/SIZ7.csv,2022-12-30 00:00:00,2026-08-14 00:00:00
SI,SIF8,834270063,20280127,COMEX,5000.0,USD,SI/SIF8.csv,2025-11-26 00:00:00,2026-08-14 00:00:00
SI,SIG8,842027495,20280225,COMEX,5000.0,USD,SI/SIG8.csv,2025-12-30 00:00:00,2026-08-14 00:00:00
SI,SIH8,850029538,20280329,COMEX,5000.0,USD,SI/SIH8.csv,2026-01-29 00:00:00,2026-08-14 00:00:00
SI,SIJ8,858154973,20280426,COMEX,5000.0,USD,SI/SIJ8.csv,2026-02-26 00:00:00,2026-08-14 00:00:00
SI,SIK8,868971211,20280526,COMEX,5000.0,USD,SI/SIK8.csv,2026-03-30 00:00:00,2026-08-14 00:00:00
SI,SIM8,877909426,20280628,COMEX,5000.0,USD,SI/SIM8.csv,2026-04-29 00:00:00,2026-08-14 00:00:00
SI,SIN8,645364416,20280727,COMEX,5000.0,USD,SI/SIN8.csv,2023-07-31 00:00:00,2026-08-14 00:00:00
SI,SIQ8,896309297,20280829,COMEX,5000.0,USD,SI/SIQ8.csv,2026-06-29 00:00:00,2026-08-14 00:00:00
SI,SIU8,906052511,20280927,COMEX,5000.0,USD,SI/SIU8.csv,2026-07-30 00:00:00,2026-08-14 00:00:00
SI,SIZ8,674701678,20281227,COMEX,5000.0,USD,SI/SIZ8.csv,2023-12-29 00:00:00,2026-08-14 00:00:00
SI,SIN9,719262088,20290727,COMEX,5000.0,USD,SI/SIN9.csv,2024-07-31 00:00:00,2026-08-14 00:00:00
SI,SIZ9,751494436,20291227,COMEX,5000.0,USD,SI/SIZ9.csv,2024-12-31 00:00:00,2026-08-14 00:00:00
SI,SIN0,802953393,20300729,COMEX,5000.0,USD,SI/SIN0.csv,2025-07-30 00:00:00,2026-08-14 00:00:00
SI,SIZ0,842027490,20301227,COMEX,5000.0,USD,SI/SIZ0.csv,2025-12-30 00:00:00,2026-08-14 00:00:00
SI,SIN1,906052506,20310729,COMEX,5000.0,USD,SI/SIN1.csv,2026-07-30 00:00:00,2026-08-14 00:00:00
M6E,M6EZ5,791943597,20251215,CME,12500.0,USD,M6E/M6EZ5.csv,2025-06-17 00:00:00,2025-12-16 00:00:00
M6E,M6EH6,814035923,20260316,CME,12500.0,USD,M6E/M6EH6.csv,2025-09-16 00:00:00,2026-03-17 00:00:00
M6E,M6EM6,838628915,20260615,CME,12500.0,USD,M6E/M6EM6.csv,2025-12-16 00:00:00,2026-06-16 00:00:00
M6E,M6EU6,864287498,20260914,CME,12500.0,USD,M6E/M6EU6.csv,2026-03-17 00:00:00,2026-08-14 00:00:00
M6E,M6EZ6,891916571,20261214,CME,12500.0,USD,M6E/M6EZ6.csv,2026-06-16 00:00:00,2026-08-14 00:00:00
M6B,M6BZ5,791943592,20251215,CME,6250.0,USD,M6B/M6BZ5.csv,2025-06-17 00:00:00,2025-12-16 00:00:00
M6B,M6BH6,814035917,20260316,CME,6250.0,USD,M6B/M6BH6.csv,2025-09-16 00:00:00,2026-03-17 00:00:00
M6B,M6BM6,838628909,20260615,CME,6250.0,USD,M6B/M6BM6.csv,2025-12-16 00:00:00,2026-06-16 00:00:00
M6B,M6BU6,864287493,20260914,CME,6250.0,USD,M6B/M6BU6.csv,2026-03-17 00:00:00,2026-08-14 00:00:00
M6B,M6BZ6,891916564,20261214,CME,6250.0,USD,M6B/M6BZ6.csv,2026-06-16 00:00:00,2026-08-14 00:00:00
M6A,M6AZ5,791943591,20251215,CME,10000.0,USD,M6A/M6AZ5.csv,2025-06-17 00:00:00,2025-12-16 00:00:00
M6A,M6AH6,814035912,20260316,CME,10000.0,USD,M6A/M6AH6.csv,2025-09-16 00:00:00,2026-03-17 00:00:00
M6A,M6AM6,838628904,20260615,CME,10000.0,USD,M6A/M6AM6.csv,2025-12-16 00:00:00,2026-06-16 00:00:00
M6A,M6AU6,864287488,20260914,CME,10000.0,USD,M6A/M6AU6.csv,2026-03-17 00:00:00,2026-08-14 00:00:00
M6A,M6AZ6,891916561,20261214,CME,10000.0,USD,M6A/M6AZ6.csv,2026-06-16 00:00:00,2026-08-14 00:00:00
MES,MESZ5,730283085,20251219,CME,5,USD,MES/MESZ5.csv,2024-09-23 00:00:00,2025-12-19 00:00:00
MES,MESH6,750150186,20260320,CME,5,USD,MES/MESH6.csv,2024-12-20 00:00:00,2026-03-20 00:00:00
MES,MESM6,770561194,20260618,CME,5,USD,MES/MESM6.csv,2025-03-24 00:00:00,2026-06-22 00:00:00
MES,MESU6,793356217,20260918,CME,5,USD,MES/MESU6.csv,2025-06-20 00:00:00,2026-08-14 00:00:00
MES,MESZ6,815824257,20261218,CME,5,USD,MES/MESZ6.csv,2025-09-22 00:00:00,2026-08-14 00:00:00
MES,MESH7,840227391,20270319,CME,5,USD,MES/MESH7.csv,2025-12-22 00:00:00,2026-08-14 00:00:00
MES,MESM7,866514776,20270617,CME,5,USD,MES/MESM7.csv,2026-03-23 00:00:00,2026-08-14 00:00:00
MES,MESU7,893091670,20270917,CME,5,USD,MES/MESU7.csv,2026-06-22 00:00:00,2026-08-14 00:00:00
ES,ESU5,637533641,20250919,CME,50,USD,ES/ESU5.csv,2023-06-19 00:00:00,2025-09-25 00:00:00
ES,ESZ5,495512563,20251219,CME,50,USD,ES/ESZ5.csv,2021-06-07 00:00:00,2025-12-24 00:00:00
ES,ESH6,649180695,20260320,CME,50,USD,ES/ESH6.csv,2023-08-21 00:00:00,2026-03-26 00:00:00
ES,ESM6,649180678,20260618,CME,50,USD,ES/ESM6.csv,2023-08-21 00:00:00,2026-06-24 00:00:00
ES,ESU6,649180671,20260918,CME,50,USD,ES/ESU6.csv,2023-08-21 00:00:00,2026-08-14 00:00:00
ES,ESZ6,515416632,20261218,CME,50,USD,ES/ESZ6.csv,2021-09-20 00:00:00,2026-08-14 00:00:00
ES,ESH7,649180684,20270319,CME,50,USD,ES/ESH7.csv,2023-08-21 00:00:00,2026-08-14 00:00:00
ES,ESM7,649180661,20270617,CME,50,USD,ES/ESM7.csv,2023-08-21 00:00:00,2026-08-14 00:00:00
ES,ESU7,649180681,20270917,CME,50,USD,ES/ESU7.csv,2023-08-21 00:00:00,2026-08-14 00:00:00
ES,ESZ7,586139767,20271217,CME,50,USD,ES/ESZ7.csv,2022-11-14 00:00:00,2026-08-14 00:00:00
ES,ESH8,649180666,20280317,CME,50,USD,ES/ESH8.csv,2023-08-21 00:00:00,2026-08-14 00:00:00
ES,ESM8,649180690,20280616,CME,50,USD,ES/ESM8.csv,2023-08-21 00:00:00,2026-08-14 00:00:00
ES,ESU8,649180675,20280915,CME,50,USD,ES/ESU8.csv,2023-08-21 00:00:00,2026-08-14 00:00:00
ES,ESZ8,654503299,20281215,CME,50,USD,ES/ESZ8.csv,2023-09-18 00:00:00,2026-08-14 00:00:00
ES,ESH9,672387437,20290316,CME,50,USD,ES/ESH9.csv,2023-12-18 00:00:00,2026-08-14 00:00:00
ES,ESM9,691171642,20290615,CME,50,USD,ES/ESM9.csv,2024-03-18 00:00:00,2026-08-14 00:00:00
ES,ESU9,711280049,20290921,CME,50,USD,ES/ESU9.csv,2024-06-24 00:00:00,2026-08-14 00:00:00
ES,ESZ9,730283071,20291221,CME,50,USD,ES/ESZ9.csv,2024-09-23 00:00:00,2026-08-14 00:00:00
ES,ESH0,750150169,20300315,CME,50,USD,ES/ESH0.csv,2024-12-23 00:00:00,2026-08-14 00:00:00
ES,ESM0,770561177,20300621,CME,50,USD,ES/ESM0.csv,2025-03-24 00:00:00,2026-08-14 00:00:00
ES,ESU0,793356200,20300920,CME,50,USD,ES/ESU0.csv,2025-06-20 00:00:00,2026-08-14 00:00:00
ES,ESZ0,815824241,20301220,CME,50,USD,ES/ESZ0.csv,2025-09-22 00:00:00,2026-08-14 00:00:00
ES,ESH1,840227374,20310321,CME,50,USD,ES/ESH1.csv,2025-12-22 00:00:00,2026-08-14 00:00:00
ES,ESM1,866514761,20310620,CME,50,USD,ES/ESM1.csv,2026-03-23 00:00:00,2026-08-14 00:00:00
ES,ESU1,893091655,20310919,CME,50,USD,ES/ESU1.csv,2026-06-22 00:00:00,2026-08-14 00:00:00
MNQ,MNQZ5,730283094,20251219,CME,2,USD,MNQ/MNQZ5.csv,2024-09-23 00:00:00,2025-12-19 00:00:00
MNQ,MNQH6,750150193,20260320,CME,2,USD,MNQ/MNQH6.csv,2024-12-23 00:00:00,2026-03-20 00:00:00
MNQ,MNQM6,770561201,20260618,CME,2,USD,MNQ/MNQM6.csv,2025-03-24 00:00:00,2026-06-22 00:00:00
MNQ,MNQU6,793356225,20260918,CME,2,USD,MNQ/MNQU6.csv,2025-06-20 00:00:00,2026-08-14 00:00:00
MNQ,MNQZ6,815824267,20261218,CME,2,USD,MNQ/MNQZ6.csv,2025-09-22 00:00:00,2026-08-14 00:00:00
MNQ,MNQH7,840227399,20270319,CME,2,USD,MNQ/MNQH7.csv,2025-12-22 00:00:00,2026-08-14 00:00:00
MNQ,MNQM7,866514785,20270617,CME,2,USD,MNQ/MNQM7.csv,2026-03-23 00:00:00,2026-08-14 00:00:00
MNQ,MNQU7,893091676,20270917,CME,2,USD,MNQ/MNQU7.csv,2026-06-22 00:00:00,2026-08-14 00:00:00
NQ,NQU5,691171690,20250919,CME,20,USD,NQ/NQU5.csv,2024-03-18 00:00:00,2025-09-25 00:00:00
NQ,NQZ5,563947738,20251219,CME,20,USD,NQ/NQZ5.csv,2022-11-14 00:00:00,2025-12-24 00:00:00
NQ,NQH6,730283097,20260320,CME,20,USD,NQ/NQH6.csv,2024-09-23 00:00:00,2026-03-26 00:00:00
NQ,NQM6,750150196,20260618,CME,20,USD,NQ/NQM6.csv,2024-12-23 00:00:00,2026-06-24 00:00:00
NQ,NQU6,770561204,20260918,CME,20,USD,NQ/NQU6.csv,2025-03-24 00:00:00,2026-08-14 00:00:00
NQ,NQZ6,563947726,20261218,CME,20,USD,NQ/NQZ6.csv,2022-05-24 00:00:00,2026-08-14 00:00:00
NQ,NQH7,815824270,20270319,CME,20,USD,NQ/NQH7.csv,2025-09-22 00:00:00,2026-08-14 00:00:00
NQ,NQM7,840227400,20270617,CME,20,USD,NQ/NQM7.csv,2025-12-22 00:00:00,2026-08-14 00:00:00
NQ,NQU7,866514788,20270917,CME,20,USD,NQ/NQU7.csv,2026-03-23 00:00:00,2026-08-14 00:00:00
NQ,NQZ7,586139864,20271217,CME,20,USD,NQ/NQZ7.csv,2022-11-14 00:00:00,2026-08-14 00:00:00
NQ,NQM8,861451229,20280616,CME,20,USD,NQ/NQM8.csv,2026-03-09 00:00:00,2026-08-14 00:00:00
NQ,NQZ8,654503325,20281215,CME,20,USD,NQ/NQZ8.csv,2023-09-18 00:00:00,2026-08-14 00:00:00
NQ,NQM9,861451224,20290615,CME,20,USD,NQ/NQM9.csv,2026-03-09 00:00:00,2026-08-14 00:00:00
NQ,NQZ9,711280076,20291221,CME,20,USD,NQ/NQZ9.csv,2024-06-24 00:00:00,2026-08-14 00:00:00
NQ,NQZ0,793356228,20301220,CME,20,USD,NQ/NQZ0.csv,2025-06-20 00:00:00,2026-08-14 00:00:00
NQ,NQZ1,896729493,20311219,CME,20,USD,NQ/NQZ1.csv,2026-06-30 00:00:00,2026-08-14 00:00:00
M2K,M2KZ5,730283080,20251219,CME,5,USD,M2K/M2KZ5.csv,2024-09-23 00:00:00,2025-12-19 00:00:00
M2K,M2KH6,750150181,20260320,CME,5,USD,M2K/M2KH6.csv,2025-03-24 00:00:00,2026-03-20 00:00:00
M2K,M2KM6,770561189,20260618,CME,5,USD,M2K/M2KM6.csv,2025-03-24 00:00:00,2026-06-22 00:00:00
M2K,M2KU6,793356214,20260918,CME,5,USD,M2K/M2KU6.csv,2025-06-23 00:00:00,2026-08-14 00:00:00
M2K,M2KZ6,815824254,20261218,CME,5,USD,M2K/M2KZ6.csv,2025-09-22 00:00:00,2026-08-14 00:00:00
M2K,M2KH7,840227386,20270319,CME,5,USD,M2K/M2KH7.csv,2025-12-22 00:00:00,2026-08-14 00:00:00
M2K,M2KM7,866514775,20270617,CME,5,USD,M2K/M2KM7.csv,2026-03-23 00:00:00,2026-08-14 00:00:00
M2K,M2KU7,893091667,20270917,CME,5,USD,M2K/M2KU7.csv,2026-06-22 00:00:00,2026-08-14 00:00:00
RTY,RTYZ5,730283124,20251219,CME,50,USD,RTY/RTYZ5.csv,2024-09-23 00:00:00,2025-12-19 00:00:00
RTY,RTYH6,750150226,20260320,CME,50,USD,RTY/RTYH6.csv,2025-03-24 00:00:00,2026-03-20 00:00:00
RTY,RTYM6,770561234,20260618,CME,50,USD,RTY/RTYM6.csv,2025-06-20 00:00:00,2026-06-22 00:00:00
RTY,RTYU6,793356259,20260918,CME,50,USD,RTY/RTYU6.csv,2025-06-23 00:00:00,2026-08-14 00:00:00
RTY,RTYZ6,780341989,20261218,CME,50,USD,RTY/RTYZ6.csv,2025-04-28 00:00:00,2026-08-14 00:00:00
RTY,RTYH7,840227429,20270319,CME,50,USD,RTY/RTYH7.csv,2025-12-22 00:00:00,2026-08-14 00:00:00
RTY,RTYM7,780341980,20270617,CME,50,USD,RTY/RTYM7.csv,2025-04-28 00:00:00,2026-08-14 00:00:00
RTY,RTYU7,893091707,20270917,CME,50,USD,RTY/RTYU7.csv,2026-06-22 00:00:00,2026-08-14 00:00:00
RTY,RTYZ7,780341999,20271217,CME,50,USD,RTY/RTYZ7.csv,2025-04-28 00:00:00,2026-08-14 00:00:00
RTY,RTYM8,780342001,20280616,CME,50,USD,RTY/RTYM8.csv,2025-04-28 00:00:00,2026-08-14 00:00:00
RTY,RTYZ8,780341994,20281215,CME,50,USD,RTY/RTYZ8.csv,2025-04-28 00:00:00,2026-08-14 00:00:00
RTY,RTYM9,866924932,20290615,CME,50,USD,RTY/RTYM9.csv,2026-03-23 00:00:00,2026-08-14 00:00:00
RTY,RTYZ9,780341984,20291221,CME,50,USD,RTY/RTYZ9.csv,2025-04-28 00:00:00,2026-08-14 00:00:00
RTY,RTYZ0,824819407,20301220,CME,50,USD,RTY/RTYZ0.csv,2025-10-22 00:00:00,2026-08-14 00:00:00
MYM,MYMZ5,750150151,20251219,CBOT,0.5,USD,MYM/MYMZ5.csv,2024-12-23 00:00:00,2025-12-19 00:00:00
MYM,MYMH6,770561159,20260320,CBOT,0.5,USD,MYM/MYMH6.csv,2025-03-24 00:00:00,2026-03-20 00:00:00
MYM,MYMM6,793356180,20260618,CBOT,0.5,USD,MYM/MYMM6.csv,2025-06-20 00:00:00,2026-06-22 00:00:00
MYM,MYMU6,815824200,20260918,CBOT,0.5,USD,MYM/MYMU6.csv,2025-09-22 00:00:00,2026-08-14 00:00:00
MYM,MYMZ6,840227334,20261218,CBOT,0.5,USD,MYM/MYMZ6.csv,2025-12-22 00:00:00,2026-08-14 00:00:00
MYM,MYMH7,866514720,20270319,CBOT,0.5,USD,MYM/MYMH7.csv,2026-03-23 00:00:00,2026-08-14 00:00:00
MYM,MYMM7,893091608,20270617,CBOT,0.5,USD,MYM/MYMM7.csv,2026-06-22 00:00:00,2026-08-14 00:00:00
YM,YMU5,730283056,20250919,CBOT,5,USD,YM/YMU5.csv,2024-09-23 00:00:00,2025-09-25 00:00:00
YM,YMZ5,750150157,20251219,CBOT,5,USD,YM/YMZ5.csv,2024-12-23 00:00:00,2025-12-24 00:00:00
YM,YMH6,770561165,20260320,CBOT,5,USD,YM/YMH6.csv,2025-03-24 00:00:00,2026-03-26 00:00:00
YM,YMM6,793356190,20260618,CBOT,5,USD,YM/YMM6.csv,2025-06-20 00:00:00,2026-06-24 00:00:00
YM,YMU6,815824220,20260918,CBOT,5,USD,YM/YMU6.csv,2025-09-22 00:00:00,2026-08-14 00:00:00
YM,YMZ6,840227352,20261218,CBOT,5,USD,YM/YMZ6.csv,2025-12-22 00:00:00,2026-08-14 00:00:00
YM,YMH7,866514740,20270319,CBOT,5,USD,YM/YMH7.csv,2026-03-23 00:00:00,2026-08-14 00:00:00
YM,YMM7,893091630,20270617,CBOT,5,USD,YM/YMM7.csv,2026-06-22 00:00:00,2026-08-14 00:00:00
2YY,2YYU5,803599926,20250930,CBOT,1000,USD,2YY/2YYU5.csv,2025-08-01 00:00:00,2025-10-01 00:00:00
2YY,2YYV5,810969179,20251031,CBOT,1000,USD,2YY/2YYV5.csv,2025-09-02 00:00:00,2025-10-31 00:00:00
2YY,2YYX5,818615206,20251128,CBOT,1000,USD,2YY/2YYX5.csv,2025-10-01 00:00:00,2025-11-28 00:00:00
2YY,2YYZ5,827717158,20251231,CBOT,1000,USD,2YY/2YYZ5.csv,2025-11-03 00:00:00,2025-12-31 00:00:00
2YY,2YYF6,835061424,20260130,CBOT,1000,USD,2YY/2YYF6.csv,2025-12-01 00:00:00,2026-01-30 00:00:00
2YY,2YYG6,842590367,20260227,CBOT,1000,USD,2YY/2YYG6.csv,2026-01-02 00:00:00,2026-02-27 00:00:00
2YY,2YYH6,850790335,20260331,CBOT,1000,USD,2YY/2YYH6.csv,2026-02-02 00:00:00,2026-04-01 00:00:00
2YY,2YYJ6,859040517,20260430,CBOT,1000,USD,2YY/2YYJ6.csv,2026-03-02 00:00:00,2026-05-01 00:00:00
2YY,2YYK6,869928192,20260529,CBOT,1000,USD,2YY/2YYK6.csv,2026-04-01 00:00:00,2026-05-29 00:00:00
2YY,2YYM6,878753328,20260630,CBOT,1000,USD,2YY/2YYM6.csv,2026-05-01 00:00:00,2026-07-01 00:00:00
2YY,2YYN6,887699004,20260731,CBOT,1000,USD,2YY/2YYN6.csv,2026-06-01 00:00:00,2026-07-31 00:00:00
2YY,2YYQ6,897135103,20260831,CBOT,1000,USD,2YY/2YYQ6.csv,2026-07-01 00:00:00,2026-08-14 00:00:00
2YY,2YYU6,907006386,20260930,CBOT,1000,USD,2YY/2YYU6.csv,2026-08-03 00:00:00,2026-08-14 00:00:00
ZT,ZTU5,751746344,20250930,CBOT,2000,USD,ZT/ZTU5.csv,2025-01-02 00:00:00,2025-10-01 00:00:00
ZT,ZTZ5,772678700,20251231,CBOT,2000,USD,ZT/ZTZ5.csv,2025-04-01 00:00:00,2025-12-31 00:00:00
ZT,ZTH6,795951517,20260331,CBOT,2000,USD,ZT/ZTH6.csv,2025-07-01 00:00:00,2026-04-01 00:00:00
ZT,ZTM6,818615229,20260630,CBOT,2000,USD,ZT/ZTM6.csv,2025-10-01 00:00:00,2026-07-01 00:00:00
ZT,ZTU6,842590391,20260930,CBOT,2000,USD,ZT/ZTU6.csv,2026-01-02 00:00:00,2026-08-14 00:00:00
ZT,ZTZ6,869928219,20261231,CBOT,2000,USD,ZT/ZTZ6.csv,2026-04-01 00:00:00,2026-08-14 00:00:00
ZT,ZTH7,897135127,20270331,CBOT,2000,USD,ZT/ZTH7.csv,2026-07-01 00:00:00,2026-08-14 00:00:00
10Y,10YU5,803599923,20250930,CBOT,1000,USD,10Y/10YU5.csv,2025-08-01 00:00:00,2025-10-01 00:00:00
10Y,10YV5,810969172,20251031,CBOT,1000,USD,10Y/10YV5.csv,2025-09-02 00:00:00,2025-10-31 00:00:00
10Y,10YX5,818615203,20251128,CBOT,1000,USD,10Y/10YX5.csv,2025-10-01 00:00:00,2025-11-28 00:00:00
10Y,10YZ5,827717155,20251231,CBOT,1000,USD,10Y/10YZ5.csv,2025-11-03 00:00:00,2025-12-31 00:00:00
10Y,10YF6,835061422,20260130,CBOT,1000,USD,10Y/10YF6.csv,2025-12-01 00:00:00,2026-01-30 00:00:00
10Y,10YG6,842590362,20260227,CBOT,1000,USD,10Y/10YG6.csv,2026-01-02 00:00:00,2026-02-27 00:00:00
10Y,10YH6,850790330,20260331,CBOT,1000,USD,10Y/10YH6.csv,2026-02-02 00:00:00,2026-04-01 00:00:00
10Y,10YJ6,859040512,20260430,CBOT,1000,USD,10Y/10YJ6.csv,2026-03-02 00:00:00,2026-05-01 00:00:00
